epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,298.549,1.21978,0.73375,1.04863,0.68224,0.70756,0.73138,0.66599,0.50169,1.2123,0.76185,1.03129,0.000137597,0.000137597,0.000137597
179,300.118,1.20813,0.7901,1.02633,0.6858,0.70904,0.73024,0.65841,0.49777,1.20489,0.7526,1.03096,0.000132098,0.000132098,0.000132098
180,301.67,1.24993,0.8432,1.09574,0.68754,0.69598,0.72489,0.50725,0.46964,1.20551,0.74161,1.02316,0.000126598,0.000126598,0.000126598
181,303.202,1.2367,0.77642,1.07789,0.68221,0.7105,0.7267,0.51091,0.46946,1.20052,0.74837,1.01892,0.000121099,0.000121099,0.000121099
182,304.812,1.15473,0.74205,1.07261,0.67478,0.71056,0.7303,0.5126,0.47158,1.21188,0.75607,1.01992,0.0001156,0.0001156,0.0001156
183,306.33,0.91232,0.98547,0.80712,0.6651,0.70751,0.73066,0.51343,0.47286,1.21863,0.76164,1.0211,0.0001101,0.0001101,0.0001101
184,307.897,1.1712,0.75042,1.11426,0.64504,0.71722,0.70947,0.53268,0.46637,1.22627,0.75819,1.01968,0.000104601,0.000104601,0.000104601
185,309.423,1.18321,0.80263,1.1237,0.63065,0.72227,0.71064,0.60225,0.47623,1.23379,0.75811,1.01981,9.91012e-05,9.91012e-05,9.91012e-05
186,310.994,1.12156,0.82509,1.06365,0.62655,0.72227,0.71055,0.59504,0.47748,1.24444,0.75535,1.02303,9.36017e-05,9.36017e-05,9.36017e-05
187,312.475,1.25695,0.76296,1.09129,0.62931,0.72227,0.70892,0.60111,0.47369,1.24285,0.75305,1.01975,8.81023e-05,8.81023e-05,8.81023e-05
188,313.995,1.11358,1.06979,1.09235,0.62843,0.72227,0.66196,0.60444,0.4626,1.22979,0.7646,1.01548,8.26028e-05,8.26028e-05,8.26028e-05
189,315.548,1.07055,0.67407,1.03827,0.6264,0.72384,0.6607,0.59604,0.45337,1.22768,0.76455,1.01295,7.71034e-05,7.71034e-05,7.71034e-05
190,317.041,1.16011,0.90427,1.06754,0.63276,0.72067,0.66016,0.58982,0.44933,1.21685,0.76785,1.00937,7.1604e-05,7.1604e-05,7.1604e-05
191,319.167,1.06978,0.80563,1.04433,0.63465,0.71933,0.65872,0.58715,0.45391,1.21077,0.76366,1.00862,6.61045e-05,6.61045e-05,6.61045e-05
192,320.77,0.81924,0.77536,0.78847,0.68677,0.69585,0.6919,0.57883,0.45574,1.20673,0.76161,1.01032,6.06051e-05,6.06051e-05,6.06051e-05
193,322.294,0.90559,0.75364,0.8325,0.68724,0.71821,0.69142,0.5798,0.44944,1.21157,0.76621,1.01321,5.51056e-05,5.51056e-05,5.51056e-05
194,323.839,1.08943,0.78535,1.02527,0.68312,0.71933,0.68635,0.58438,0.45438,1.22024,0.77502,1.01646,4.96062e-05,4.96062e-05,4.96062e-05
195,325.348,1.23382,0.77318,1.0904,0.68502,0.71933,0.68308,0.58097,0.46139,1.22191,0.77752,1.0202,4.41067e-05,4.41067e-05,4.41067e-05
196,326.899,1.13918,0.74767,1.02583,0.68649,0.72138,0.68349,0.57884,0.46738,1.22539,0.77597,1.02226,3.86073e-05,3.86073e-05,3.86073e-05
197,328.405,1.1491,0.70765,1.0062,0.68588,0.72131,0.6844,0.58185,0.47381,1.22105,0.77694,1.02403,3.31078e-05,3.31078e-05,3.31078e-05
198,329.967,1.06421,0.72759,1.06333,0.68123,0.72227,0.6836,0.58449,0.46074,1.22087,0.77423,1.02684,2.76084e-05,2.76084e-05,2.76084e-05
199,331.507,1.14679,0.75882,1.0765,0.67635,0.72227,0.68379,0.50305,0.454,1.21992,0.77435,1.02656,2.21089e-05,2.21089e-05,2.21089e-05
200,333.056,1.35193,0.74133,1.07987,0.67621,0.72244,0.68489,0.50613,0.4549,1.22376,0.77192,1.0269,1.66095e-05,1.66095e-05,1.66095e-05
